newMDP26,72,41,31,23,19,18,16,13,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP27,73,43,31,24,19,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2
newMDP28,75,43,33,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP29,73,43,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP30,73,42,32,25,20,17,15,14,12,10,10,10,9,9,9,9,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3
newMDP31,72,42,32,24,19,17,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP32,72,42,30,26,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP33,74,43,31,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP34,77,45,31,27,21,19,16,14,13,10,10,10,8,8,8,9,7,7,7,7,7,6,6,6,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
newMDP35,79,45,34,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP36,77,45,31,25,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP37,74,43,31,23,19,18,15,13,12,10,10,10,9,9,8,8,6,6,6,7,7,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3
newMDP38,72,42,32,25,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP39,74,42,31,24,19,16,15,13,12,10,10,9,8,8,8,8,7,7,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP40,71,41,31,24,19,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2
newMDP41,75,44,32,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP42,71,41,30,24,21,18,15,15,13,11,11,11,9,8,9,9,7,7,7,7,6,7,7,7,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,3
newMDP43,73,42,32,25,20,17,16,13,12,10,10,9,8,8,8,7,6,6,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3
newMDP44,77,44,32,26,20,18,15,14,12,10,11,10,8,8,8,9,7,7,7,7,7,7,7,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3
newMDP45,75,42,31,24,19,17,14,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP46,75,42,33,25,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP47,75,44,31,25,19,17,15,15,13,10,10,11,8,9,9,9,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,5,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3
newMDP48,69,39,30,22,19,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP49,71,39,28,23,18,16,14,13,12,11,10,10,9,8,7,7,6,6,6,6,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
newMDP50,79,47,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP51,73,44,32,25,20,17,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP52,76,45,32,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP53,70,41,30,24,19,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
newMDP54,68,40,30,23,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2
newMDP55,77,44,30,25,19,17,15,13,11,10,10,9,8,8,7,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2
newMDP56,83,47,34,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3
newMDP57,71,39,30,24,19,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP58,73,43,30,25,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP59,78,47,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3
newMDP60,81,48,34,27,21,18,15,15,12,11,10,10,9,8,8,8,6,6,7,7,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,2
newMDP61,75,46,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP62,78,46,33,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP63,75,45,33,25,21,19,17,15,14,11,11,10,8,8,9,9,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3
newMDP64,78,44,32,25,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP65,76,43,30,25,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP66,71,41,30,25,19,17,14,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP67,75,45,31,25,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP68,81,46,34,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP69,78,44,32,24,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP70,77,44,33,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP71,71,42,31,25,20,17,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP72,72,43,32,25,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2
newMDP73,77,47,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP74,70,42,31,24,19,17,15,13,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP75,75,45,33,25,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP76,77,46,32,26,21,19,17,14,12,11,10,11,9,8,8,8,6,6,7,7,7,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3
newMDP77,73,41,30,23,19,16,14,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP78,79,46,33,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP79,80,48,33,26,20,18,16,14,13,10,10,11,9,8,8,8,6,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,3
newMDP80,74,44,32,26,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP81,72,42,30,26,19,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP82,74,43,31,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP83,77,45,31,27,21,19,16,14,13,10,10,10,8,8,8,9,7,7,7,7,7,6,6,6,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
newMDP84,79,45,34,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP85,77,45,31,25,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP86,74,43,31,23,19,18,15,13,12,10,10,10,9,9,8,8,6,6,6,7,7,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3
newMDP87,76,42,31,25,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3
newMDP88,78,44,31,25,20,17,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
newMDP89,78,44,33,26,20,18,16,14,12,10,10,10,8,8,8,9,6,6,6,6,6,6,6,7,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3
newMDP90,76,43,32,25,20,18,16,14,12,10,11,11,8,8,8,8,6,6,6,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,3
newMDP91,76,43,31,24,20,17,15,13,12,10,10,9,8,8,8,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
newMDP92,79,47,34,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP93,78,46,34,26,21,19,16,14,12,11,11,11,9,9,9,9,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3
newMDP94,79,46,33,26,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
newMDP95,75,44,33,26,20,18,16,14,12,10,11,10,8,8,8,8,6,6,6,7,7,6,6,7,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3
newMDP96,77,46,31,25,19,19,16,14,13,10,11,11,8,9,9,9,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,3
newMDP97,71,45,32,27,21,20,18,16,12,11,10,11,10,10,10,9,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
newMDP98,76,46,33,26,20,18,16,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
newMDP99,75,45,32,25,20,18,15,14,12,10,10,10,8,8,8,8,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Average Iterations,75.26,43.79,31.77,25.16,19.78,17.72,15.52,13.82,12.08,10.09,10.08,9.87,8.12,8.08,8.06,7.92,6.11,6.12,6.15,6.2,6.19,6.16,6.08,5.97,4.2,4.21,4.22,4.22,4.2,4.19,4.21,4.21,4.21,4.18,4.19,4.17,4.16,4.17,4.19,4.17,4.14,4.15,4.16,4.16,4.17,4.11,4.14,4.04,3.79,2.31
MAX,83,48,34,27,21,20,18,16,14,11,11,11,10,10,10,9,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,3
MIN,68,39,28,22,18,16,14,13,11,10,10,9,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2
Batch Size,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
