0.095
0.105
0.205
0.225
0.23
0.21
0.28
0.23
0.31
0.24
0.355
0.35
0.37
0.42
0.415
0.48
0.515
0.54
0.565
0.695
0.835
0.81
0.88
0.935
0.985
0.965
0.9
0.905
0.815
0.755
0.575
0.505
0.445
0.43
0.45
0.465
0.575
0.58
0.73
0.76
0.78
0.81
0.8
0.825
0.76
0.76
0.74
0.57
0.66
0.6
0.6
0.71
0.625
0.615
0.625
0.58
0.65
0.65
0.63
0.605
0.58
0.58
0.6
0.645
0.635
0.655
0.645
0.695
0.59
0.625
0.605
0.665
0.695
0.655
0.655
0.595
0.59
0.61
0.67
0.67
0.635
0.56
0.655
0.64
0.66
0.61
0.635
0.57
0.59
0.56
0.585
0.625
0.595
0.58
0.57
0.635
0.59
0.605
0.6
0.61
0.61
37.5
